"Town/County","FIPS","Year","Measure Type","Variable","Value"
"Cornwall","0900517240",2007,"Number","Total Assisted Units",18
"Cornwall","0900517240",2008,"Number","Total Assisted Units",18
"Cornwall","0900517240",2009,"Number","Total Assisted Units",19
"Cornwall","0900517240",2010,"Number","Total Assisted Units",18
"Cornwall","0900517240",2011,"Number","Total Assisted Units",18
"Cornwall","0900517240",2012,"Number","Total Assisted Units",20
"Cornwall","0900517240",2013,"Number","Total Assisted Units",24
"Cornwall","0900517240",2014,"Number","Total Assisted Units",23
"Cornwall","0900517240",2015,"Number","Total Assisted Units",34
"Cornwall","0900517240",2016,"Number","Total Assisted Units",33
"Coventry","0901317800",2002,"Number","Total Assisted Units",283
"Coventry","0901317800",2003,"Number","Total Assisted Units",248
"Coventry","0901317800",2004,"Number","Total Assisted Units",251
"Coventry","0901317800",2005,"Number","Total Assisted Units",242
"Coventry","0901317800",2006,"Number","Total Assisted Units",250
"Coventry","0901317800",2007,"Number","Total Assisted Units",258
"Coventry","0901317800",2008,"Number","Total Assisted Units",255
"Coventry","0901317800",2009,"Number","Total Assisted Units",249
"Coventry","0901317800",2010,"Number","Total Assisted Units",246
"Coventry","0901317800",2011,"Number","Total Assisted Units",245
"Coventry","0901317800",2012,"Number","Total Assisted Units",261
"Coventry","0901317800",2013,"Number","Total Assisted Units",307
"Coventry","0901317800",2014,"Number","Total Assisted Units",300
"Coventry","0901317800",2015,"Number","Total Assisted Units",299
"Coventry","0901317800",2016,"Number","Total Assisted Units",249
"Cromwell","0900718080",2002,"Number","Total Assisted Units",310
"Cromwell","0900718080",2003,"Number","Total Assisted Units",373
"Cromwell","0900718080",2004,"Number","Total Assisted Units",372
"Cromwell","0900718080",2005,"Number","Total Assisted Units",383
"Cromwell","0900718080",2006,"Number","Total Assisted Units",394
"Cromwell","0900718080",2007,"Number","Total Assisted Units",408
"Cromwell","0900718080",2008,"Number","Total Assisted Units",431
"Cromwell","0900718080",2009,"Number","Total Assisted Units",437
"Cromwell","0900718080",2010,"Number","Total Assisted Units",430
"Cromwell","0900718080",2011,"Number","Total Assisted Units",417
"Cromwell","0900718080",2012,"Number","Total Assisted Units",417
"Cromwell","0900718080",2013,"Number","Total Assisted Units",418
"Cromwell","0900718080",2014,"Number","Total Assisted Units",428
"Cromwell","0900718080",2015,"Number","Total Assisted Units",452
"Cromwell","0900718080",2016,"Number","Total Assisted Units",380
"Danbury","0900118500",2002,"Number","Total Assisted Units",3002
"Danbury","0900118500",2003,"Number","Total Assisted Units",2891
"Danbury","0900118500",2004,"Number","Total Assisted Units",2996
"Danbury","0900118500",2005,"Number","Total Assisted Units",2870
"Danbury","0900118500",2006,"Number","Total Assisted Units",2879
"Danbury","0900118500",2007,"Number","Total Assisted Units",2930
"Danbury","0900118500",2008,"Number","Total Assisted Units",2936
"Danbury","0900118500",2009,"Number","Total Assisted Units",2992
"Danbury","0900118500",2010,"Number","Total Assisted Units",3046
"Danbury","0900118500",2011,"Number","Total Assisted Units",3126
"Danbury","0900118500",2012,"Number","Total Assisted Units",3274
"Danbury","0900118500",2013,"Number","Total Assisted Units",3405
"Danbury","0900118500",2014,"Number","Total Assisted Units",3131
"Danbury","0900118500",2015,"Number","Total Assisted Units",3207
"Danbury","0900118500",2016,"Number","Total Assisted Units",3278
"Darien","0900118850",2002,"Number","Total Assisted Units",87
"Darien","0900118850",2003,"Number","Total Assisted Units",119
"Darien","0900118850",2004,"Number","Total Assisted Units",123
"Darien","0900118850",2005,"Number","Total Assisted Units",124
"Darien","0900118850",2006,"Number","Total Assisted Units",124
"Darien","0900118850",2007,"Number","Total Assisted Units",122
"Darien","0900118850",2008,"Number","Total Assisted Units",123
"Darien","0900118850",2009,"Number","Total Assisted Units",176
"Darien","0900118850",2010,"Number","Total Assisted Units",172
"Darien","0900118850",2011,"Number","Total Assisted Units",185
"Darien","0900118850",2012,"Number","Total Assisted Units",183
"Darien","0900118850",2013,"Number","Total Assisted Units",185
"Darien","0900118850",2014,"Number","Total Assisted Units",239
"Darien","0900118850",2015,"Number","Total Assisted Units",238
"Darien","0900118850",2016,"Number","Total Assisted Units",241
"Deep River","0900719130",2002,"Number","Total Assisted Units",54
"Deep River","0900719130",2003,"Number","Total Assisted Units",48
"Deep River","0900719130",2004,"Number","Total Assisted Units",42
"Deep River","0900719130",2005,"Number","Total Assisted Units",37
"Deep River","0900719130",2006,"Number","Total Assisted Units",43
"Deep River","0900719130",2007,"Number","Total Assisted Units",44
"Deep River","0900719130",2008,"Number","Total Assisted Units",47
"Deep River","0900719130",2009,"Number","Total Assisted Units",54
"Deep River","0900719130",2010,"Number","Total Assisted Units",51
"Deep River","0900719130",2011,"Number","Total Assisted Units",52
"Deep River","0900719130",2012,"Number","Total Assisted Units",54
"Deep River","0900719130",2013,"Number","Total Assisted Units",58
"Deep River","0900719130",2014,"Number","Total Assisted Units",76
"Deep River","0900719130",2015,"Number","Total Assisted Units",54
"Deep River","0900719130",2016,"Number","Total Assisted Units",49
"Derby","0900919550",2002,"Number","Total Assisted Units",487
"Derby","0900919550",2003,"Number","Total Assisted Units",475
"Derby","0900919550",2004,"Number","Total Assisted Units",469
"Derby","0900919550",2005,"Number","Total Assisted Units",582
"Derby","0900919550",2006,"Number","Total Assisted Units",615
"Derby","0900919550",2007,"Number","Total Assisted Units",615
"Derby","0900919550",2008,"Number","Total Assisted Units",587
"Derby","0900919550",2009,"Number","Total Assisted Units",966
"Derby","0900919550",2010,"Number","Total Assisted Units",623
"Derby","0900919550",2011,"Number","Total Assisted Units",627
"Derby","0900919550",2012,"Number","Total Assisted Units",629
"Derby","0900919550",2013,"Number","Total Assisted Units",634
"Derby","0900919550",2014,"Number","Total Assisted Units",658
"Derby","0900919550",2015,"Number","Total Assisted Units",674
"Derby","0900919550",2016,"Number","Total Assisted Units",666
"Durham","0900720810",2002,"Number","Total Assisted Units",42
"Durham","0900720810",2003,"Number","Total Assisted Units",43
"Durham","0900720810",2004,"Number","Total Assisted Units",41
"Durham","0900720810",2005,"Number","Total Assisted Units",42
"Durham","0900720810",2006,"Number","Total Assisted Units",39
"Durham","0900720810",2007,"Number","Total Assisted Units",40
"Durham","0900720810",2008,"Number","Total Assisted Units",43
"Durham","0900720810",2009,"Number","Total Assisted Units",45
"Durham","0900720810",2010,"Number","Total Assisted Units",45
"Durham","0900720810",2011,"Number","Total Assisted Units",45
"Durham","0900720810",2012,"Number","Total Assisted Units",47
"Durham","0900720810",2013,"Number","Total Assisted Units",56
"Durham","0900720810",2014,"Number","Total Assisted Units",54
"Durham","0900720810",2015,"Number","Total Assisted Units",52
"Durham","0900720810",2016,"Number","Total Assisted Units",46
"Eastford","0901521860",2002,"Number","Total Assisted Units",18
"Eastford","0901521860",2003,"Number","Total Assisted Units",17
"Eastford","0901521860",2004,"Number","Total Assisted Units",16
"Eastford","0901521860",2005,"Number","Total Assisted Units",11
"Eastford","0901521860",2006,"Number","Total Assisted Units",11
"Eastford","0901521860",2007,"Number","Total Assisted Units",12
"Eastford","0901521860",2008,"Number","Total Assisted Units",13
"Eastford","0901521860",2009,"Number","Total Assisted Units",14
"Eastford","0901521860",2010,"Number","Total Assisted Units",16
"Eastford","0901521860",2011,"Number","Total Assisted Units",16
"Eastford","0901521860",2012,"Number","Total Assisted Units",19
"Eastford","0901521860",2013,"Number","Total Assisted Units",25
"Eastford","0901521860",2014,"Number","Total Assisted Units",24
"Eastford","0901521860",2015,"Number","Total Assisted Units",23
"Eastford","0901521860",2016,"Number","Total Assisted Units",18
"East Granby","0900322070",2002,"Number","Total Assisted Units",102
"East Granby","0900322070",2003,"Number","Total Assisted Units",94
"East Granby","0900322070",2004,"Number","Total Assisted Units",95
"East Granby","0900322070",2005,"Number","Total Assisted Units",101
"East Granby","0900322070",2006,"Number","Total Assisted Units",104
"East Granby","0900322070",2007,"Number","Total Assisted Units",101
"East Granby","0900322070",2008,"Number","Total Assisted Units",106
"East Granby","0900322070",2009,"Number","Total Assisted Units",105
"East Granby","0900322070",2010,"Number","Total Assisted Units",106
"East Granby","0900322070",2011,"Number","Total Assisted Units",103
"East Granby","0900322070",2012,"Number","Total Assisted Units",108
"East Granby","0900322070",2013,"Number","Total Assisted Units",113
"East Granby","0900322070",2014,"Number","Total Assisted Units",109
"East Granby","0900322070",2015,"Number","Total Assisted Units",113
"East Granby","0900322070",2016,"Number","Total Assisted Units",110
"East Haddam","0900722280",2002,"Number","Total Assisted Units",79
"East Haddam","0900722280",2003,"Number","Total Assisted Units",61
"East Haddam","0900722280",2004,"Number","Total Assisted Units",92
"East Haddam","0900722280",2005,"Number","Total Assisted Units",93
"East Haddam","0900722280",2006,"Number","Total Assisted Units",97
"East Haddam","0900722280",2007,"Number","Total Assisted Units",97
"East Haddam","0900722280",2008,"Number","Total Assisted Units",96
"East Haddam","0900722280",2009,"Number","Total Assisted Units",96
"East Haddam","0900722280",2010,"Number","Total Assisted Units",101
"East Haddam","0900722280",2011,"Number","Total Assisted Units",104
"East Haddam","0900722280",2012,"Number","Total Assisted Units",104
"East Haddam","0900722280",2013,"Number","Total Assisted Units",116
"East Haddam","0900722280",2014,"Number","Total Assisted Units",122
"East Haddam","0900722280",2015,"Number","Total Assisted Units",114
"East Haddam","0900722280",2016,"Number","Total Assisted Units",99
"East Hampton","0900722490",2002,"Number","Total Assisted Units",155
"East Hampton","0900722490",2003,"Number","Total Assisted Units",130
"East Hampton","0900722490",2004,"Number","Total Assisted Units",127
"East Hampton","0900722490",2005,"Number","Total Assisted Units",129
"East Hampton","0900722490",2006,"Number","Total Assisted Units",142
"East Hampton","0900722490",2007,"Number","Total Assisted Units",162
"East Hampton","0900722490",2008,"Number","Total Assisted Units",169
"East Hampton","0900722490",2009,"Number","Total Assisted Units",165
"East Hampton","0900722490",2010,"Number","Total Assisted Units",171
"East Hampton","0900722490",2011,"Number","Total Assisted Units",165
"East Hampton","0900722490",2012,"Number","Total Assisted Units",176
"East Hampton","0900722490",2013,"Number","Total Assisted Units",200
"East Hampton","0900722490",2014,"Number","Total Assisted Units",198
"East Hampton","0900722490",2015,"Number","Total Assisted Units",203
"East Hampton","0900722490",2016,"Number","Total Assisted Units",176
"East Hartford","0900322630",2002,"Number","Total Assisted Units",3836
"East Hartford","0900322630",2003,"Number","Total Assisted Units",3209
"East Hartford","0900322630",2004,"Number","Total Assisted Units",3032
"East Hartford","0900322630",2005,"Number","Total Assisted Units",3045
"East Hartford","0900322630",2006,"Number","Total Assisted Units",2904
"East Hartford","0900322630",2007,"Number","Total Assisted Units",3178
"East Hartford","0900322630",2008,"Number","Total Assisted Units",3324
"East Hartford","0900322630",2009,"Number","Total Assisted Units",3429
"East Hartford","0900322630",2010,"Number","Total Assisted Units",3152
"East Hartford","0900322630",2011,"Number","Total Assisted Units",3320
"East Hartford","0900322630",2012,"Number","Total Assisted Units",3509
"East Hartford","0900322630",2013,"Number","Total Assisted Units",3552
"East Hartford","0900322630",2014,"Number","Total Assisted Units",3706
"East Hartford","0900322630",2015,"Number","Total Assisted Units",3483
"East Hartford","0900322630",2016,"Number","Total Assisted Units",3339
"East Haven","0900922910",2002,"Number","Total Assisted Units",869
"East Haven","0900922910",2003,"Number","Total Assisted Units",901
"East Haven","0900922910",2004,"Number","Total Assisted Units",776
"East Haven","0900922910",2005,"Number","Total Assisted Units",760
"East Haven","0900922910",2006,"Number","Total Assisted Units",788
"East Haven","0900922910",2007,"Number","Total Assisted Units",793
"East Haven","0900922910",2008,"Number","Total Assisted Units",831
"East Haven","0900922910",2009,"Number","Total Assisted Units",862
"East Haven","0900922910",2010,"Number","Total Assisted Units",842
"East Haven","0900922910",2011,"Number","Total Assisted Units",969
"East Haven","0900922910",2012,"Number","Total Assisted Units",843
"East Haven","0900922910",2013,"Number","Total Assisted Units",857
"East Haven","0900922910",2014,"Number","Total Assisted Units",990
"East Haven","0900922910",2015,"Number","Total Assisted Units",1020
"East Haven","0900922910",2016,"Number","Total Assisted Units",948
"East Lyme","0901123400",2002,"Number","Total Assisted Units",343
"East Lyme","0901123400",2003,"Number","Total Assisted Units",299
"East Lyme","0901123400",2004,"Number","Total Assisted Units",286
"East Lyme","0901123400",2005,"Number","Total Assisted Units",308
"East Lyme","0901123400",2006,"Number","Total Assisted Units",314
"East Lyme","0901123400",2007,"Number","Total Assisted Units",373
"East Lyme","0901123400",2008,"Number","Total Assisted Units",390
"East Lyme","0901123400",2009,"Number","Total Assisted Units",392
"East Lyme","0901123400",2010,"Number","Total Assisted Units",447
"East Lyme","0901123400",2011,"Number","Total Assisted Units",491
"East Lyme","0901123400",2012,"Number","Total Assisted Units",449
"East Lyme","0901123400",2013,"Number","Total Assisted Units",473
"East Lyme","0901123400",2014,"Number","Total Assisted Units",520
"East Lyme","0901123400",2015,"Number","Total Assisted Units",534
"East Lyme","0901123400",2016,"Number","Total Assisted Units",508
"Easton","0900123890",2002,"Number","Total Assisted Units",0
"Easton","0900123890",2003,"Number","Total Assisted Units",11
"Easton","0900123890",2004,"Number","Total Assisted Units",11
"Easton","0900123890",2005,"Number","Total Assisted Units",11
"Easton","0900123890",2006,"Number","Total Assisted Units",11
"Easton","0900123890",2007,"Number","Total Assisted Units",10
"Easton","0900123890",2008,"Number","Total Assisted Units",10
"Easton","0900123890",2009,"Number","Total Assisted Units",10
"Easton","0900123890",2010,"Number","Total Assisted Units",11
"Easton","0900123890",2011,"Number","Total Assisted Units",44
"Easton","0900123890",2012,"Number","Total Assisted Units",11
"Easton","0900123890",2013,"Number","Total Assisted Units",11
"Easton","0900123890",2014,"Number","Total Assisted Units",11
"Easton","0900123890",2015,"Number","Total Assisted Units",15
"Easton","0900123890",2016,"Number","Total Assisted Units",16
"East Windsor","0900324800",2002,"Number","Total Assisted Units",723
"East Windsor","0900324800",2003,"Number","Total Assisted Units",636
"East Windsor","0900324800",2004,"Number","Total Assisted Units",683
"East Windsor","0900324800",2005,"Number","Total Assisted Units",685
"East Windsor","0900324800",2006,"Number","Total Assisted Units",679
"East Windsor","0900324800",2007,"Number","Total Assisted Units",699
"East Windsor","0900324800",2008,"Number","Total Assisted Units",708
"East Windsor","0900324800",2009,"Number","Total Assisted Units",712
"East Windsor","0900324800",2010,"Number","Total Assisted Units",714
"East Windsor","0900324800",2011,"Number","Total Assisted Units",691
"East Windsor","0900324800",2012,"Number","Total Assisted Units",721
"East Windsor","0900324800",2013,"Number","Total Assisted Units",748
"East Windsor","0900324800",2014,"Number","Total Assisted Units",735
"East Windsor","0900324800",2015,"Number","Total Assisted Units",736
"East Windsor","0900324800",2016,"Number","Total Assisted Units",706
"Ellington","0901325360",2002,"Number","Total Assisted Units",370
"Ellington","0901325360",2003,"Number","Total Assisted Units",350
"Ellington","0901325360",2004,"Number","Total Assisted Units",341
"Ellington","0901325360",2005,"Number","Total Assisted Units",332
"Ellington","0901325360",2006,"Number","Total Assisted Units",337
"Ellington","0901325360",2007,"Number","Total Assisted Units",341
"Ellington","0901325360",2008,"Number","Total Assisted Units",346
"Ellington","0901325360",2009,"Number","Total Assisted Units",347
"Ellington","0901325360",2010,"Number","Total Assisted Units",345
"Ellington","0901325360",2011,"Number","Total Assisted Units",335
"Ellington","0901325360",2012,"Number","Total Assisted Units",351
"Ellington","0901325360",2013,"Number","Total Assisted Units",393
"Ellington","0901325360",2014,"Number","Total Assisted Units",375
"Ellington","0901325360",2015,"Number","Total Assisted Units",382
"Ellington","0901325360",2016,"Number","Total Assisted Units",362
"Enfield","0900325990",2002,"Number","Total Assisted Units",2257
"Enfield","0900325990",2003,"Number","Total Assisted Units",2230
"Enfield","0900325990",2004,"Number","Total Assisted Units",2112
"Enfield","0900325990",2005,"Number","Total Assisted Units",2039
"Enfield","0900325990",2006,"Number","Total Assisted Units",2046
"Enfield","0900325990",2007,"Number","Total Assisted Units",2070
"Enfield","0900325990",2008,"Number","Total Assisted Units",2093
"Enfield","0900325990",2009,"Number","Total Assisted Units",2123
"Enfield","0900325990",2010,"Number","Total Assisted Units",2088
"Enfield","0900325990",2011,"Number","Total Assisted Units",2108
"Enfield","0900325990",2012,"Number","Total Assisted Units",2108
"Enfield","0900325990",2013,"Number","Total Assisted Units",2143
"Enfield","0900325990",2014,"Number","Total Assisted Units",2139
"Enfield","0900325990",2015,"Number","Total Assisted Units",2194
"Enfield","0900325990",2016,"Number","Total Assisted Units",2104
"Essex","0900726270",2002,"Number","Total Assisted Units",52
"Essex","0900726270",2003,"Number","Total Assisted Units",50
"Essex","0900726270",2004,"Number","Total Assisted Units",41
"Essex","0900726270",2005,"Number","Total Assisted Units",47
"Essex","0900726270",2006,"Number","Total Assisted Units",45
"Essex","0900726270",2007,"Number","Total Assisted Units",42
"Essex","0900726270",2008,"Number","Total Assisted Units",42
"Essex","0900726270",2009,"Number","Total Assisted Units",46
"Essex","0900726270",2010,"Number","Total Assisted Units",45
"Essex","0900726270",2011,"Number","Total Assisted Units",48
"Essex","0900726270",2012,"Number","Total Assisted Units",51
"Essex","0900726270",2013,"Number","Total Assisted Units",55
"Essex","0900726270",2014,"Number","Total Assisted Units",53
"Essex","0900726270",2015,"Number","Total Assisted Units",50
"Essex","0900726270",2016,"Number","Total Assisted Units",49
"Fairfield","0900126620",2002,"Number","Total Assisted Units",567
"Fairfield","0900126620",2003,"Number","Total Assisted Units",543
"Fairfield","0900126620",2004,"Number","Total Assisted Units",534
"Fairfield","0900126620",2005,"Number","Total Assisted Units",542
"Fairfield","0900126620",2006,"Number","Total Assisted Units",521
"Fairfield","0900126620",2007,"Number","Total Assisted Units",529
"Fairfield","0900126620",2008,"Number","Total Assisted Units",414
"Fairfield","0900126620",2009,"Number","Total Assisted Units",465
"Fairfield","0900126620",2010,"Number","Total Assisted Units",565
"Fairfield","0900126620",2011,"Number","Total Assisted Units",569
"Fairfield","0900126620",2012,"Number","Total Assisted Units",567
"Fairfield","0900126620",2013,"Number","Total Assisted Units",572
"Fairfield","0900126620",2014,"Number","Total Assisted Units",485
"Fairfield","0900126620",2015,"Number","Total Assisted Units",503
"Fairfield","0900126620",2016,"Number","Total Assisted Units",481
"Fairfield County","09001",2002,"Number","Total Assisted Units",32169
"Fairfield County","09001",2003,"Number","Total Assisted Units",27241
"Fairfield County","09001",2004,"Number","Total Assisted Units",27094
"Fairfield County","09001",2005,"Number","Total Assisted Units",23844
"Fairfield County","09001",2006,"Number","Total Assisted Units",27078
"Fairfield County","09001",2007,"Number","Total Assisted Units",27900
"Fairfield County","09001",2008,"Number","Total Assisted Units",28382
"Fairfield County","09001",2009,"Number","Total Assisted Units",29016
"Fairfield County","09001",2010,"Number","Total Assisted Units",29475
"Fairfield County","09001",2011,"Number","Total Assisted Units",31169
"Fairfield County","09001",2012,"Number","Total Assisted Units",31329
"Fairfield County","09001",2013,"Number","Total Assisted Units",32418
"Fairfield County","09001",2014,"Number","Total Assisted Units",32500
"Fairfield County","09001",2015,"Number","Total Assisted Units",33890
"Fairfield County","09001",2016,"Number","Total Assisted Units",33534
"Farmington","0900327600",2002,"Number","Total Assisted Units",647
"Farmington","0900327600",2003,"Number","Total Assisted Units",703
"Farmington","0900327600",2004,"Number","Total Assisted Units",697
"Farmington","0900327600",2005,"Number","Total Assisted Units",674
"Farmington","0900327600",2006,"Number","Total Assisted Units",699
"Farmington","0900327600",2007,"Number","Total Assisted Units",731
"Farmington","0900327600",2008,"Number","Total Assisted Units",738
"Farmington","0900327600",2009,"Number","Total Assisted Units",835
"Farmington","0900327600",2010,"Number","Total Assisted Units",846
"Farmington","0900327600",2011,"Number","Total Assisted Units",837
"Farmington","0900327600",2012,"Number","Total Assisted Units",838
"Farmington","0900327600",2013,"Number","Total Assisted Units",858
"Farmington","0900327600",2014,"Number","Total Assisted Units",884
"Farmington","0900327600",2015,"Number","Total Assisted Units",901
"Farmington","0900327600",2016,"Number","Total Assisted Units",851
"Franklin","0901129910",2002,"Number","Total Assisted Units",16
"Franklin","0901129910",2003,"Number","Total Assisted Units",10
"Franklin","0901129910",2004,"Number","Total Assisted Units",6
"Franklin","0901129910",2005,"Number","Total Assisted Units",9
"Franklin","0901129910",2006,"Number","Total Assisted Units",10
"Franklin","0901129910",2007,"Number","Total Assisted Units",13
"Franklin","0901129910",2008,"Number","Total Assisted Units",15
"Franklin","0901129910",2009,"Number","Total Assisted Units",16
"Franklin","0901129910",2010,"Number","Total Assisted Units",16
"Franklin","0901129910",2011,"Number","Total Assisted Units",16
"Franklin","0901129910",2012,"Number","Total Assisted Units",17
"Franklin","0901129910",2013,"Number","Total Assisted Units",21
"Franklin","0901129910",2014,"Number","Total Assisted Units",43
"Franklin","0901129910",2015,"Number","Total Assisted Units",48
"Franklin","0901129910",2016,"Number","Total Assisted Units",49
"Glastonbury","0900331240",2002,"Number","Total Assisted Units",829
"Glastonbury","0900331240",2003,"Number","Total Assisted Units",717
"Glastonbury","0900331240",2004,"Number","Total Assisted Units",721
"Glastonbury","0900331240",2005,"Number","Total Assisted Units",697
"Glastonbury","0900331240",2006,"Number","Total Assisted Units",712
"Glastonbury","0900331240",2007,"Number","Total Assisted Units",742
"Glastonbury","0900331240",2008,"Number","Total Assisted Units",739
"Glastonbury","0900331240",2009,"Number","Total Assisted Units",747
"Glastonbury","0900331240",2010,"Number","Total Assisted Units",756
"Glastonbury","0900331240",2011,"Number","Total Assisted Units",753
"Glastonbury","0900331240",2012,"Number","Total Assisted Units",753
"Glastonbury","0900331240",2013,"Number","Total Assisted Units",755
"Glastonbury","0900331240",2014,"Number","Total Assisted Units",746
"Glastonbury","0900331240",2015,"Number","Total Assisted Units",759
"Glastonbury","0900331240",2016,"Number","Total Assisted Units",727
"Goshen","0900532290",2002,"Number","Total Assisted Units",4
"Goshen","0900532290",2003,"Number","Total Assisted Units",5
"Goshen","0900532290",2004,"Number","Total Assisted Units",8
"Goshen","0900532290",2005,"Number","Total Assisted Units",7
"Goshen","0900532290",2006,"Number","Total Assisted Units",7
"Goshen","0900532290",2007,"Number","Total Assisted Units",6
"Goshen","0900532290",2008,"Number","Total Assisted Units",6
"Goshen","0900532290",2009,"Number","Total Assisted Units",6
"Goshen","0900532290",2010,"Number","Total Assisted Units",8
"Goshen","0900532290",2011,"Number","Total Assisted Units",7
"Goshen","0900532290",2012,"Number","Total Assisted Units",6
"Goshen","0900532290",2013,"Number","Total Assisted Units",8
"Goshen","0900532290",2014,"Number","Total Assisted Units",10
"Goshen","0900532290",2015,"Number","Total Assisted Units",9
"Goshen","0900532290",2016,"Number","Total Assisted Units",7
"Granby","0900332640",2002,"Number","Total Assisted Units",155
"Granby","0900332640",2003,"Number","Total Assisted Units",110
"Granby","0900332640",2004,"Number","Total Assisted Units",108
"Granby","0900332640",2005,"Number","Total Assisted Units",111
"Granby","0900332640",2006,"Number","Total Assisted Units",117
"Granby","0900332640",2007,"Number","Total Assisted Units",122
"Granby","0900332640",2008,"Number","Total Assisted Units",123
"Granby","0900332640",2009,"Number","Total Assisted Units",127
"Granby","0900332640",2010,"Number","Total Assisted Units",128
"Granby","0900332640",2011,"Number","Total Assisted Units",125
"Granby","0900332640",2012,"Number","Total Assisted Units",134
"Granby","0900332640",2013,"Number","Total Assisted Units",152
"Granby","0900332640",2014,"Number","Total Assisted Units",138
"Granby","0900332640",2015,"Number","Total Assisted Units",142
"Granby","0900332640",2016,"Number","Total Assisted Units",132
"Greenwich","0900133620",2002,"Number","Total Assisted Units",1242
"Greenwich","0900133620",2003,"Number","Total Assisted Units",1076
"Greenwich","0900133620",2004,"Number","Total Assisted Units",1114
"Greenwich","0900133620",2005,"Number","Total Assisted Units",1121
"Greenwich","0900133620",2006,"Number","Total Assisted Units",1232
"Greenwich","0900133620",2007,"Number","Total Assisted Units",1246
"Greenwich","0900133620",2008,"Number","Total Assisted Units",1230
"Greenwich","0900133620",2009,"Number","Total Assisted Units",1231
"Greenwich","0900133620",2010,"Number","Total Assisted Units",1251
"Greenwich","0900133620",2011,"Number","Total Assisted Units",1252
"Greenwich","0900133620",2012,"Number","Total Assisted Units",1314
"Greenwich","0900133620",2013,"Number","Total Assisted Units",1314
"Greenwich","0900133620",2014,"Number","Total Assisted Units",1229
"Greenwich","0900133620",2015,"Number","Total Assisted Units",1363
"Greenwich","0900133620",2016,"Number","Total Assisted Units",1259
"Griswold","0901133900",2002,"Number","Total Assisted Units",387
"Griswold","0901133900",2003,"Number","Total Assisted Units",360
"Griswold","0901133900",2004,"Number","Total Assisted Units",285
"Griswold","0901133900",2005,"Number","Total Assisted Units",302
"Griswold","0901133900",2006,"Number","Total Assisted Units",285
"Griswold","0901133900",2007,"Number","Total Assisted Units",301
"Griswold","0901133900",2008,"Number","Total Assisted Units",319
"Griswold","0901133900",2009,"Number","Total Assisted Units",327
"Griswold","0901133900",2010,"Number","Total Assisted Units",340
"Griswold","0901133900",2011,"Number","Total Assisted Units",318
"Griswold","0901133900",2012,"Number","Total Assisted Units",336
"Griswold","0901133900",2013,"Number","Total Assisted Units",416
"Griswold","0901133900",2014,"Number","Total Assisted Units",457
"Griswold","0901133900",2015,"Number","Total Assisted Units",431
"Griswold","0901133900",2016,"Number","Total Assisted Units",380
"Groton","0901134250",2002,"Number","Total Assisted Units",3762
"Groton","0901134250",2003,"Number","Total Assisted Units",3745
"Groton","0901134250",2004,"Number","Total Assisted Units",3692
"Groton","0901134250",2005,"Number","Total Assisted Units",3599
"Groton","0901134250",2006,"Number","Total Assisted Units",3600
"Groton","0901134250",2007,"Number","Total Assisted Units",3607
"Groton","0901134250",2008,"Number","Total Assisted Units",3625
"Groton","0901134250",2009,"Number","Total Assisted Units",3642
"Groton","0901134250",2010,"Number","Total Assisted Units",3660
"Groton","0901134250",2011,"Number","Total Assisted Units",3670
"Groton","0901134250",2012,"Number","Total Assisted Units",3666
"Groton","0901134250",2013,"Number","Total Assisted Units",3690
"Groton","0901134250",2014,"Number","Total Assisted Units",4044
"Groton","0901134250",2015,"Number","Total Assisted Units",4076
"Groton","0901134250",2016,"Number","Total Assisted Units",4026
"Guilford","0900934950",2002,"Number","Total Assisted Units",155
"Guilford","0900934950",2003,"Number","Total Assisted Units",144
"Guilford","0900934950",2004,"Number","Total Assisted Units",160
"Guilford","0900934950",2005,"Number","Total Assisted Units",164
"Guilford","0900934950",2006,"Number","Total Assisted Units",169
"Guilford","0900934950",2007,"Number","Total Assisted Units",169
"Guilford","0900934950",2008,"Number","Total Assisted Units",200
"Guilford","0900934950",2009,"Number","Total Assisted Units",202
"Guilford","0900934950",2010,"Number","Total Assisted Units",201
"Guilford","0900934950",2011,"Number","Total Assisted Units",201
"Guilford","0900934950",2012,"Number","Total Assisted Units",203
"Guilford","0900934950",2013,"Number","Total Assisted Units",216
"Guilford","0900934950",2014,"Number","Total Assisted Units",220
"Guilford","0900934950",2015,"Number","Total Assisted Units",233
"Guilford","0900934950",2016,"Number","Total Assisted Units",225
"Haddam","0900735230",2002,"Number","Total Assisted Units",36
"Haddam","0900735230",2003,"Number","Total Assisted Units",29
"Haddam","0900735230",2004,"Number","Total Assisted Units",24
"Haddam","0900735230",2005,"Number","Total Assisted Units",26
"Haddam","0900735230",2006,"Number","Total Assisted Units",30
"Haddam","0900735230",2007,"Number","Total Assisted Units",33
"Haddam","0900735230",2008,"Number","Total Assisted Units",36
"Haddam","0900735230",2009,"Number","Total Assisted Units",36
"Haddam","0900735230",2010,"Number","Total Assisted Units",39
"Haddam","0900735230",2011,"Number","Total Assisted Units",37
"Haddam","0900735230",2012,"Number","Total Assisted Units",38
"Haddam","0900735230",2013,"Number","Total Assisted Units",44
"Haddam","0900735230",2014,"Number","Total Assisted Units",47
"Haddam","0900735230",2015,"Number","Total Assisted Units",42
"Haddam","0900735230",2016,"Number","Total Assisted Units",52
"Hamden","0900935650",2002,"Number","Total Assisted Units",1985
